,score,f_mother_age,f_mother_education_level,f_number_of_tech_at_home,f_extent_of_books_at_home,f_ESCS,f_frequency_of_books_at_home,f_extent_of_interest_in_interview,f_frequency_of_support_at_home
2413,0.5061539017599964,0.5192307692307693,0.125,0.1,0.25,0.3615547990738238,0.6666666666666666,0.9166666666666666,1.0
2414,0.3969231881353776,0.38461538461538464,0.25,0.25,0.25,0.25671087554175814,0.111111111111111,1.0,0.9166666666666666
2415,0.5338462279876874,0.40384615384615385,0.5,0.25,0.5,0.604721855149999,0.3333333333333333,0.9166666666666666,0.75
2416,0.29846153228307737,0.5576923076923077,0.125,0.15,0.25,0.15821051128322883,0.3333333333333333,0.6666666666666666,0.9166666666666666
2418,0.7107692431261531,0.4807692307692308,1.0,0.35,0.25,0.5857210484237314,0.3333333333333333,0.1666666666666666,0.0833333333333333
2419,0.606153839975385,0.28846153846153844,0.75,0.25,0.0,0.24117411661061966,0.3333333333333333,0.8333333333333334,0.75
2421,0.606153839975385,0.1346153846153846,0.5,0.2,0.25,0.542814339434513,0.5555555555555555,1.0,0.75
2422,0.7784615446399996,0.21153846153846154,0.375,0.3,0.25,0.42722173154844073,0.7777777777777777,1.0,1.0
2423,0.680000043249228,0.5769230769230769,1.0,0.55,1.0,0.9461834508969339,0.3333333333333333,0.3333333333333333,1.0
2424,0.4307692616615365,0.4807692307692308,0.375,0.25,0.75,0.5510367802061106,0.3333333333333333,0.8333333333333334,1.0
2425,0.5799999505723108,0.4423076923076923,0.375,0.15,0.5,0.48912924726392665,0.3333333333333333,0.75,1.0
2427,0.4876923509415358,0.46153846153846156,0.75,0.25,0.25,0.5470433215278773,0.5555555555555555,0.3333333333333333,0.75
2428,0.3523077479138426,0.40384615384615385,0.25,0.2,0.25,0.30663656817991153,0.6666666666666666,1.0,1.0
2430,0.5369231016369215,0.5,0.375,0.2,0.5,0.4342110163700144,0.6666666666666666,1.0,0.9166666666666666
2432,0.5399999752861554,0.2692307692307692,0.375,0.15,0.25,0.6127102540024941,0.5555555555555555,1.0,1.0
2433,0.2815385727507621,0.38461538461538464,0.5,0.3,0.5,0.5547961797385436,0.111111111111111,0.8333333333333334,0.5833333333333334
2434,0.5399999752861554,0.4230769230769231,0.25,0.25,0.0,0.19480346318646027,0.8888888888888888,1.0,1.0
2435,0.38923084955076415,0.5961538461538461,0.625,0.05,1.0,0.8003343013014943,1.0,1.0,1.0
2436,0.4784615755323053,0.3269230769230769,0.375,0.35,0.25,0.5320656206271104,0.2222222222222222,0.75,0.6666666666666666
2438,0.5184615508184607,0.28846153846153844,0.25,0.2,0.25,0.30663656817991153,0.2222222222222222,0.25,0.9166666666666666
2439,0.34000009885537835,0.23076923076923078,0.25,0.15,0.0,0.2447290180110296,0.0,1.0,1.0
2442,0.5384615384615384,0.4230769230769231,0.25,0.2,0.25,0.25671087554175814,0.3333333333333333,0.6666666666666666,1.0
2447,0.4015384986092284,0.19230769230769232,0.25,0.1,0.25,0.32019320430881065,1.0,1.0,0.8333333333333334
2448,0.45384612295384813,0.4423076923076923,0.625,0.3,0.5,0.4998779660713293,0.2222222222222222,0.8333333333333334,0.75
2449,0.6923076923076923,0.5769230769230769,0.75,0.6,1.0,0.8003343013014943,0.4444444444444443,0.8333333333333334,0.75
2450,0.44000003707076685,0.5,0.25,0.2,0.5,0.37852921208700935,0.2222222222222222,1.0,1.0
2452,0.6276924189046083,0.36538461538461536,0.375,0.1,0.0,0.2604702578474931,0.5555555555555555,1.0,1.0
2454,0.34461540932922924,0.40384615384615385,0.125,0.45,0.25,0.43797045035584337,1.0,0.9166666666666666,1.0
2456,0.632307729378459,0.36538461538461536,0.75,0.2,0.25,0.5629977762055545,0.7777777777777777,1.0,0.9166666666666666
2457,0.3769232004922998,0.38461538461538464,0.625,0.35,0.25,0.48137637182656234,0.5555555555555555,0.6666666666666666,0.5
2460,0.3969231881353776,0.4807692307692308,0.375,0.45,0.5,0.5547961797385436,0.7777777777777777,1.0,1.0
2461,0.4076924003692248,0.36538461538461536,0.75,0.3,1.0,0.9461834508969339,0.5555555555555555,0.8333333333333334,0.75
2464,0.5569230892799991,0.4230769230769231,0.875,0.6,0.75,0.6708584390923391,0.6666666666666666,1.0,0.9166666666666666
2465,0.5799999505723108,0.38461538461538464,0.375,0.5,0.75,0.49611853208550033,0.4444444444444443,0.5,0.25
2468,0.4200000494276892,0.23076923076923078,0.375,0.4,0.25,0.3723035006545284,0.8888888888888888,1.0,1.0
2469,0.4800000123569224,0.40384615384615385,0.25,0.1,0.25,0.32237785969646904,0.0,1.0,1.0
2473,0.7153847080615326,0.4423076923076923,0.375,0.35,0.5,0.674617821398074,0.111111111111111,1.0,1.0
2474,0.3830769477907677,0.3269230769230769,0.5,0.3,0.25,0.49288868124975566,0.2222222222222222,1.0,0.9166666666666666
2475,0.436923163421533,0.3076923076923077,0.25,0.5,0.25,0.25671087554175814,0.2222222222222222,0.4166666666666667,0.5833333333333334
2476,0.24000000617846115,0.38461538461538464,0.375,0.15,0.5,0.4342110163700144,0.111111111111111,0.8333333333333334,1.0
2477,0.6553847451322995,0.25,0.25,0.5,1.0,0.5472773462202817,0.8888888888888888,0.8333333333333334,0.8333333333333334
2478,0.4923076614153866,0.38461538461538464,0.5,0.15,0.5,0.5547961797385436,0.3333333333333333,1.0,1.0
2479,0.3569230583876935,0.4423076923076923,0.375,0.3,0.25,0.47714738973319815,0.4444444444444443,1.0,1.0
2480,0.2692307692307693,0.5384615384615384,0.75,0.2,1.0,0.8003343013014943,0.4444444444444443,0.6666666666666666,0.8333333333333334
2481,0.5769230769230769,0.5192307692307693,0.625,0.2,0.5,0.48912924726392665,0.4444444444444443,0.25,1.0
2483,0.42153848625230617,0.4807692307692308,0.375,0.25,0.25,0.5470433215278773,0.4444444444444443,0.8333333333333334,0.9166666666666666
2485,0.813846209452304,0.5,0.125,0.1,0.25,0.19103856833736355,0.4444444444444443,0.8333333333333334,1.0
2487,0.29538465863384344,0.1346153846153846,0.25,0.3,0.25,0.3723035006545284,0.3333333333333333,0.8333333333333334,0.6666666666666666
2489,0.2907691936984639,0.5576923076923077,0.625,0.25,0.5,0.6559792232240697,0.3333333333333333,1.0,1.0
2490,0.20615393265230214,0.38461538461538464,0.375,0.2,0.5,0.48912924726392665,0.2222222222222222,1.0,1.0
2491,0.5738462032738431,0.40384615384615385,0.5,0.55,0.75,0.5418152081768934,0.5555555555555555,0.9166666666666666,0.9166666666666666
2492,0.5769230769230769,0.23076923076923078,0.125,0.15,0.5,0.29500651427585084,1.0,0.75,1.0
2493,0.22153845536000039,0.40384615384615385,0.625,0.3,0.25,0.48137637182656234,0.4444444444444443,0.75,0.8333333333333334
2494,0.3353846339199988,0.36538461538461536,0.5,0.25,0.25,0.49288868124975566,0.2222222222222222,0.75,0.9166666666666666
2496,0.40615380908307935,0.25,0.25,0.2,0.25,0.2866662945699898,0.4444444444444443,0.5,0.75
2497,0.4092308371938418,0.5576923076923077,0.25,0.5,1.0,0.5472773462202817,0.2222222222222222,0.9166666666666666,0.5
2498,0.25384624652307103,0.34615384615384615,0.125,0.15,0.25,0.20813606610779817,0.7777777777777777,0.5833333333333334,0.4166666666666667
2503,0.4200000494276892,0.3269230769230769,0.5,0.2,0.5,0.6596400688172133,0.6666666666666666,0.5833333333333334,0.6666666666666666
2504,0.7815384182892335,0.4230769230769231,0.375,0.3,1.0,0.5580260650276841,0.6666666666666666,0.25,0.75
2505,0.2676923324061523,0.1346153846153846,0.25,0.1,0.25,0.30663656817991153,0.3333333333333333,1.0,0.8333333333333334
2506,0.4923076614153866,0.6346153846153846,0.125,0.35,0.25,0.5857210484237314,0.5555555555555555,0.5833333333333334,1.0
2507,0.7384615693538441,0.15384615384615385,0.5,0.3,0.5,0.5547961797385436,0.6666666666666666,1.0,0.9166666666666666
2508,0.7307692307692307,0.3076923076923077,0.625,0.2,0.5,0.674617821398074,0.8888888888888888,0.9166666666666666,1.0
2509,0.7307692307692307,0.4423076923076923,0.625,0.15,0.25,0.49288868124975566,0.3333333333333333,1.0,1.0
2510,0.25076921841230854,0.4230769230769231,0.125,0.1,0.0,0.3353588312581192,0.3333333333333333,0.4166666666666667,0.75
2511,0.6923076923076923,0.4423076923076923,0.75,0.3,0.25,0.41148045725858123,0.8888888888888888,0.6666666666666666,0.5
2515,0.30153856039383986,0.4807692307692308,0.25,0.15,0.0,0.24231710802328296,0.8333333333333334,0.75,0.9166666666666666
2516,0.5338462279876874,0.34615384615384615,0.375,0.35,0.5,0.48912924726392665,0.3333333333333333,1.0,1.0
2517,0.713846116775387,0.3076923076923077,0.375,0.45,0.5,0.4342110163700144,0.111111111111111,0.5833333333333334,0.8333333333333334
2518,0.6415385047876896,0.3269230769230769,0.375,0.45,0.0,0.3103959849390425,0.0,1.0,1.0
2519,0.5646154278646127,0.36538461538461536,0.375,0.3,0.25,0.3972663297469071,0.5555555555555555,1.0,0.9166666666666666
2522,0.7353845412430817,0.40384615384615385,0.25,0.5,0.25,0.25671087554175814,0.3333333333333333,1.0,0.75
2523,0.6123077417353815,0.46153846153846156,0.5,0.1,0.75,0.8842758662746562,0.5555555555555555,0.75,0.75
2524,0.42153848625230617,0.17307692307692307,0.25,0.25,1.0,0.49235911532636933,0.5555555555555555,1.0,0.8333333333333334
2525,0.48615391411691866,0.3269230769230769,0.375,0.3,0.75,0.5510367802061106,0.2222222222222222,0.8333333333333334,0.9166666666666666
2526,0.4661539264738411,0.5192307692307693,0.125,0.1,0.25,0.20813606610779817,0.6666666666666666,1.0,1.0
2528,0.5892307259815412,0.40384615384615385,0.25,0.45,0.25,0.41148045725858123,0.3333333333333333,0.25,0.4166666666666667
2529,0.3984616249599945,0.36538461538461536,0.25,0.4,0.25,0.2866662945699898,0.5555555555555555,0.5833333333333334,1.0
2530,0.4707692369476919,0.46153846153846156,0.625,0.2,0.5,0.6089508200166651,0.5555555555555555,1.0,0.9166666666666666
2531,0.5384615384615384,0.5961538461538461,0.75,0.15,1.0,0.7032496270850549,0.2222222222222222,0.8333333333333334,1.0
2532,0.45692315106461073,0.23076923076923078,0.375,0.25,0.25,0.3723035006545284,0.2222222222222222,1.0,0.9166666666666666
2533,1.0,0.38461538461538464,1.0,0.8,1.0,0.9461834508969339,0.5555555555555555,0.4166666666666667,1.0
2534,0.6292307012676966,0.28846153846153844,0.75,0.45,1.0,0.8003343013014943,0.8888888888888888,0.5,0.5
2536,0.6076922768000019,0.4230769230769231,0.625,0.4,0.5,0.6559792232240697,0.5555555555555555,1.0,1.0
2537,0.34615384615384615,0.5,0.75,0.4,0.5,0.47338797297406715,0.4444444444444443,0.8333333333333334,1.0
2538,0.4323076984861534,0.40384615384615385,0.5,0.45,0.75,0.7215476534394912,0.5555555555555555,1.0,0.75
2539,0.41846161260307213,0.40384615384615385,0.25,0.1,0.5,0.3685440838953975,0.6666666666666666,1.0,1.0
2541,0.40461537225846245,0.19230769230769232,0.375,0.25,0.25,0.3972663297469071,0.111111111111111,1.0,1.0
2544,0.4153845844923097,0.4807692307692308,0.375,0.15,0.25,0.47714738973319815,0.111111111111111,0.9166666666666666,1.0
2545,0.360000086498456,0.4230769230769231,0.625,0.6,0.25,0.4867170099689179,0.3333333333333333,0.9166666666666666,0.5
2546,0.5723076119876974,0.3269230769230769,0.25,0.2,0.5,0.3685440838953975,0.7777777777777777,0.9166666666666666,0.9166666666666666
2547,0.5815385418584564,0.4423076923076923,0.625,0.25,0.5,0.6596400688172133,0.5555555555555555,0.8333333333333334,0.9166666666666666
2549,0.41846161260307213,0.28846153846153844,0.625,0.25,0.0,0.5116240417864569,0.3333333333333333,0.25,0.25
2551,0.3784616373169168,0.3076923076923077,0.25,0.25,0.0,0.2447290180110296,0.0,0.8333333333333334,0.8333333333333334
2553,0.7200000185353834,0.28846153846153844,0.375,0.2,0.25,0.3723035006545284,0.3333333333333333,1.0,0.6666666666666666
2559,0.6846153537230788,0.38461538461538464,0.375,0.15,0.25,0.32237785969646904,0.4444444444444443,0.3333333333333333,0.6666666666666666
2560,0.5184615508184607,0.36538461538461536,0.25,0.15,0.25,0.25671087554175814,0.111111111111111,1.0,0.9166666666666666
2562,0.4107692740184587,0.40384615384615385,0.25,0.5,0.75,0.5460441902702576,1.0,0.8333333333333334,1.0
2563,0.6153846153846153,0.40384615384615385,0.5,0.15,0.75,0.6167036954540295,0.8888888888888888,1.0,1.0
2564,0.7307692307692307,0.40384615384615385,0.25,0.15,0.25,0.30663656817991153,0.4444444444444443,0.75,1.0
2565,0.4723076737723088,0.19230769230769232,0.25,0.4,1.0,0.5023442435179811,0.6666666666666666,1.0,1.0
2566,0.22615392029537992,0.2692307692307692,0.25,0.15,0.0,0.2696918815568043,0.3333333333333333,0.6666666666666666,0.75
2568,0.680000043249228,0.40384615384615385,0.375,0.75,0.5,0.5547961797385436,0.5555555555555555,0.25,0.9166666666666666
2569,0.29999996910769433,0.28846153846153844,0.5,0.25,0.5,0.5547961797385436,0.2222222222222222,0.9166666666666666,1.0
2570,0.7107692431261531,0.4423076923076923,0.25,0.15,0.25,0.30663656817991153,0.2222222222222222,0.9166666666666666,0.75
2571,0.46153846153846156,0.4423076923076923,0.375,0.2,0.75,0.5510367802061106,0.8888888888888888,0.75,1.0
2572,0.5799999505723108,0.21153846153846154,0.5,0.3,0.0,0.4309811483075717,0.111111111111111,0.25,1.0
2573,0.21230767995077007,0.19230769230769232,0.375,0.35,0.25,0.48789610854060067,0.3333333333333333,0.8333333333333334,1.0
2574,0.5107692122338473,0.21153846153846154,0.25,0.15,0.25,0.3723035006545284,0.6666666666666666,0.9166666666666666,0.6666666666666666
2575,0.7276923571199968,0.40384615384615385,0.25,0.3,0.5,0.3685440838953975,0.6666666666666666,0.8333333333333334,1.0
2576,0.7476923447630746,0.40384615384615385,0.25,0.35,0.25,0.3822886460728383,0.0,0.9166666666666666,0.5
2578,0.4769231387076883,0.38461538461538464,0.375,0.15,0.75,0.49611853208550033,0.3333333333333333,0.6666666666666666,0.8333333333333334
2579,0.6169230522092323,0.19230769230769232,0.25,0.15,0.5,0.34857382751217375,0.2222222222222222,1.0,1.0
2581,0.6353846030276932,0.4230769230769231,0.25,0.6,0.25,0.3565622435913669,0.111111111111111,1.0,0.75
2582,0.44461534754461784,0.38461538461538464,0.875,0.35,0.25,0.5838016152785652,0.5555555555555555,1.0,0.8333333333333334
2583,0.4323076984861534,0.46153846153846156,0.5,0.25,0.25,0.6127102540024941,0.6666666666666666,1.0,0.4166666666666667
2584,0.34923087426460864,0.36538461538461536,0.375,0.4,1.0,0.5580260650276841,0.0,1.0,0.75
2586,0.41846161260307213,0.46153846153846156,0.625,0.15,0.25,0.33159939727229026,0.4444444444444443,0.9166666666666666,1.0
2587,0.6046154031507681,0.4423076923076923,0.625,0.5,0.75,0.6708584390923391,0.8333333333333334,0.8333333333333334,0.75
2589,0.543077003396918,0.38461538461538464,0.375,0.35,0.25,0.42722173154844073,0.2222222222222222,0.75,0.75
2591,0.47384611059692594,0.4807692307692308,0.25,0.5,0.25,0.30663656817991153,0.2222222222222222,0.75,0.75
2592,0.5492309051569144,0.4423076923076923,0.75,0.35,0.5,0.6559792232240697,0.5555555555555555,0.4166666666666667,0.9166666666666666
2594,0.5507691875200028,0.4230769230769231,0.25,0.3,0.25,0.30663656817991153,0.111111111111111,0.9166666666666666,0.6666666666666666
2595,0.5107692122338473,0.40384615384615385,0.25,0.15,0.25,0.2866662945699898,0.111111111111111,0.75,0.5
2596,0.683076916898462,0.28846153846153844,0.5,0.55,1.0,0.7285368693542728,0.3333333333333333,1.0,0.5833333333333334
2597,0.36923086190768645,0.4230769230769231,0.375,0.2,0.25,0.42722173154844073,0.2222222222222222,0.6666666666666666,0.1666666666666666
2598,0.5384615384615384,0.40384615384615385,0.5,0.05,1.0,0.7285368693542728,0.3333333333333333,0.75,0.8333333333333334
2599,0.6307692925538422,0.38461538461538464,0.75,0.35,0.75,0.7281566761292919,0.4444444444444443,1.0,1.0
2600,0.12307695396922878,1.0,0.625,0.35,0.5,0.6559792232240697,0.4444444444444443,1.0,1.0
2603,0.5292307630523081,0.4230769230769231,0.25,0.25,0.25,0.4222291760659838,0.8888888888888888,1.0,1.0
2604,0.7200000185353834,0.40384615384615385,0.375,0.3,0.5,0.5939731191158983,0.6666666666666666,0.8333333333333334,0.6666666666666666
2605,0.4815384491815393,0.1346153846153846,0.125,0.15,0.5,0.22011792363852672,0.2222222222222222,0.9166666666666666,0.9166666666666666
2606,0.4246155143630686,0.4230769230769231,0.25,0.15,0.75,0.380525941426126,0.6666666666666666,0.8333333333333334,1.0
2607,0.6184614890338493,0.4230769230769231,0.375,0.35,0.0,0.3353588312581192,0.111111111111111,0.4166666666666667,0.6666666666666666
2609,0.3523077479138426,0.5192307692307693,0.25,0.15,0.25,0.32019320430881065,0.4444444444444443,1.0,0.9166666666666666
2613,0.6861537905476958,0.5769230769230769,0.375,0.2,0.25,0.42722173154844073,0.5555555555555555,1.0,0.9166666666666666
2614,0.7892307568738469,0.5192307692307693,0.5,0.15,0.25,0.6127102540024941,0.5555555555555555,1.0,1.0
2617,0.6215385171446118,0.34615384615384615,0.5,0.4,0.25,0.43797045035584337,0.3333333333333333,1.0,0.75
2618,0.5092307754092303,0.5192307692307693,0.375,0.35,0.25,0.3822886460728383,0.3333333333333333,0.6666666666666666,0.8333333333333334
2619,0.4307692616615365,0.38461538461538464,0.375,0.4,0.5,0.5547961797385436,0.3333333333333333,0.8333333333333334,0.75
2620,0.5507691875200028,0.5769230769230769,0.625,0.1,0.75,0.6009624383908679,0.3333333333333333,1.0,0.8333333333333334
2621,0.5538462156307652,0.5961538461538461,0.375,0.2,0.5,0.5547961797385436,0.3333333333333333,1.0,1.0
2622,0.3569230583876935,0.5192307692307693,0.25,0.05,0.25,0.43797045035584337,0.5555555555555555,0.8333333333333334,1.0
2623,0.5138462403446099,0.2692307692307692,0.25,0.5,0.0,0.2696918815568043,0.111111111111111,0.8333333333333334,0.5833333333333334
2624,0.5153846771692268,0.38461538461538464,0.625,0.15,0.25,0.3972663297469071,0.5555555555555555,0.8333333333333334,1.0
2626,0.5723076119876974,0.34615384615384615,0.375,0.15,0.25,0.3723035006545284,0.111111111111111,0.9166666666666666,0.9166666666666666
2628,0.6153846153846153,0.40384615384615385,0.375,0.3,0.5,0.45917384546239304,0.2222222222222222,0.6666666666666666,0.9166666666666666
2630,0.3569230583876935,0.4230769230769231,0.75,0.25,0.5,0.48954842450649394,0.3333333333333333,0.5,0.8333333333333334
2632,0.5230768612923117,0.28846153846153844,0.5,0.5,0.25,0.49288868124975566,0.5555555555555555,1.0,0.9166666666666666
2633,0.5584615261046162,0.6538461538461539,0.75,0.5,0.5,0.8223682816523781,0.6666666666666666,1.0,1.0
2635,0.5230768612923117,0.21153846153846154,0.375,0.3,0.5,0.4342110163700144,0.2222222222222222,1.0,1.0
2636,0.5461538770461518,0.36538461538461536,0.5,0.5,0.5,0.5498036242560866,0.4444444444444443,0.25,0.8333333333333334
2637,0.6276924189046083,0.4423076923076923,0.375,0.25,0.5,0.48912924726392665,0.2222222222222222,0.6666666666666666,0.75
2638,0.4307692616615365,0.2692307692307692,0.25,0.3,0.25,0.30663656817991153,0.3333333333333333,0.5,0.5
2640,0.5523077788061483,0.4230769230769231,0.75,0.35,0.75,0.7281566761292919,0.5555555555555555,0.5,0.8333333333333334
2641,0.5584615261046162,0.46153846153846156,0.875,0.15,0.5,0.6351754013777569,0.4444444444444443,1.0,1.0
2642,0.6446153784369234,0.4807692307692308,0.375,0.25,0.75,0.5510367802061106,0.7777777777777777,1.0,1.0
2643,0.4600000247138446,0.5192307692307693,0.375,0.25,0.5,0.45917384546239304,0.2222222222222222,0.5833333333333334,0.8333333333333334
2644,0.5338462279876874,0.4230769230769231,0.5,0.5,0.25,0.43797045035584337,0.3333333333333333,1.0,0.5
2645,0.4323076984861534,0.36538461538461536,0.375,0.2,0.5,0.4441961617883242,0.3333333333333333,1.0,1.0
2646,0.5092307754092303,0.4230769230769231,0.125,0.2,0.25,0.20813606610779817,0.3333333333333333,0.9166666666666666,0.9166666666666666
2647,0.649230843372303,0.3076923076923077,0.25,0.3,0.25,0.3523332442713047,0.7777777777777777,1.0,0.9166666666666666
2648,0.46153846153846156,0.21153846153846154,0.125,0.15,0.25,0.18816584417797044,0.2222222222222222,0.8333333333333334,1.0
2650,0.6092308680861475,0.34615384615384615,0.25,0.3,0.75,0.380525941426126,0.0,0.8333333333333334,0.8333333333333334
2651,0.45692315106461073,0.46153846153846156,0.75,0.25,0.25,0.48137637182656234,0.4444444444444443,0.5,0.9166666666666666
2654,0.5769230769230769,0.46153846153846156,0.375,0.35,0.25,0.4222291760659838,0.5555555555555555,1.0,1.0
2656,0.2169231448861495,0.5384615384615384,0.25,0.25,0.0,0.19480346318646027,0.4444444444444443,0.9166666666666666,1.0
2659,0.5230768612923117,0.19230769230769232,0.125,0.2,0.0,0.4309811483075717,0.3333333333333333,1.0,0.75
